UTP 	VTBU 	U-Tapao International Airport 	Rayong; Thailand
-UU-
UUA 	UWKB 	Bugulma Airport 	Bugulma; Republic of Tatarstan; Russia
UUD 	UIUU 	Ulan-Ude Airport 	Ulan-Ude; Republic of Buryatia; Russia
UUK 	PAKU 	Ugnu-Kuparuk Airport (FAA: UBW) 	Kuparuk; Alaska; United States
UUS 	UHSS 	Yuzhno-Sakhalinsk Airport 	Yuzhno-Sakhalinsk; Sakhalin Island; Russia
UUU 		Manumu Airport 	Manumu; Papua New Guinea
-UV-
UVA 	KUVA 	Garner Field 	Uvalde; Texas; United States
UVF 	TLPL 	Hewanorra International Airport 	Vieux-Fort; Saint Lucia
-UW-
UWA 		Ware Airport (FAA: MA53) 	Ware; Massachusetts; United States
-UY-
UYL 	HSNN 	Nyala Airport 	Nyala; South Darfur; Sudan
-UZ-
UZC 	LYUZ 	Užice-Ponikve Airport 	Užice; Serbia
VAA 	EFVA 	Vaasa Airport 	Vaasa; Finland
VAD 	KVAD 	Moody Air Force Base 	Valdosta; Georgia; United States
VAF 	LFLU 	Valence-Chabeuil Airport 	Valence; France
VAK 	PAVA 	Chevak Airport 	Chevak; Alaska; United States
VAM 	VRMV 	Maamigili Airport 	Maamigili; Maldives
VAN 	LTCI 	Ferit Melen Airport 	Van; Turkey
VAR 	LBWN 	Varna Airport 	Varna; Bulgaria
VAS 	LTAR 	Sivas Airport 	Sivas; Turkey
VAW 	ENSS 	Vardø Airport; Svartnes 	Vardø; Norway
-VB-
VBG 	KVBG 	Vandenberg Air Force Base 	Lompoc; California; United States
VBS 	LIPO 	Brescia Montichiari International Airport 	Brescia; Italy
VBY 	ESSV 	Visby Airport 	Visby; Sweden
-VC-
VCA 	VVCT 	Tra Noc International Airport 	Can Tho; Vietnam
VCB 	KVCB 	Nut Tree Airport 	Vacaville; California; United States
VCC 		Limbe Airport 	Limbe; Cameroon
VCE 	LIPZ 	Marco Polo International Airport 	Venice; Italy
VCL 		Chu Lai Airport 	Chu Lai; Quang Nam; Vietnam
VCP 	SBKP 	Viracopos-Campinas International Airport 	Campinas; São Paulo State; Brazil
VCS 	VVCS 	Co Ong Airport 	Con Son; Con Dao; Ba Ria - Vung Tau; Vietnam
VCT 	KVCT 	Victoria Regional Airport 	Victoria; Texas; United States
VCV 	KVCV 	Southern California Logistics Airport 	Victorville; California; United States
-VD-
VDA 	LLOV 	Ovda International Airport 	Ovda; Israel
VDB 	ENFG 	Fagernes Airport; Leirin 	Fagernes; Norway
VDI 	KVDI 	Vidalia Regional Airport 	Vidalia; Georgia; United States
VDM 	SAVV 	Gobernador Edgardo Castello Airport 	Viedma; Argentina
VDP 	SVVP 	Valle de la Pascua Airport 	Valle de la Pascua; Guárico; Venezuela
VDS 	ENVD 	Vadsø Airport 	Vadsø; Finnmark; Norway
VDZ 	PAVD 	Valdez Airport (Pioneer Field) 	Valdez; Alaska; United States
-VE-
VEE 	PAVE 	Venetie Airport 	Venetie; Alaska; United States
VEL 	KVEL 	Vernal Airport 	Vernal; Utah; United States
VER 	MMVR 	General Heriberto Jara International Airport 	Veracruz; Veracruz; Mexico
VEY 	BIVM 	Vestmannaeyjar Airport 	Vestmannaeyjar; Iceland
VEX 		Tioga Municipal Airport (FAA: D60) 	Tioga; North Dakota; United States
-VF-
VFA 	FVFA 	Victoria Falls Airport 	Victoria Falls; Zimbabwe
-VG-
VGD 	ULWW 	Vologda Airport 	Vologda; Russia
VGO 	LEVX 	Vigo-Peinador Airport 	Vigo; Galicia; Spain
VGT 	KVGT 	North Las Vegas Airport 	North Las Vegas; Nevada; United States
VGZ 	SKVG 	Villa Garzón Airport 	Villa Garzón; Colombia
-VH-
VHM 	ESNV 	Vilhelmina Airport 	Vilhelmina; Sweden
VHN 	KVHN 	Culberson County Airport 	Van Horn; Texas; United States
-VI-
VIA 	SSVI 	Videira Airport 	Videira; Santa Catarina; Brazil
VIC 	LIPT 	Vicenza Trissino Airport 	Vicenza; Italy
VID 	LBVD 	Vidin Airport 	Vidin; Bulgaria
VIE 	LOWW 	Vienna International Airport 	Vienna; Austria
VIG 	SVVG 	Juan Pablo Perez Alfonso Airport 	El Vigía; Venezuela
VIH 	KVIH 	Rolla National Airport 	Rolla; Missouri; United States
VII 	VVVH 	Vinh Airport 	Vinh; Nghe An; Vietnam
VIJ 	TUPW 	Virgin Gorda Airport 	Virgin Gorda; British Virgin Islands
VIL 	GMMH 	Dakhla Airport 	Dakhla; Western Sahara
VIN 	UKWW 	Gavryshivka International 	Vinnytsia; Ukraine
VIQ 	WPVQ 	Viqueque Airport 	Viqueque; East Timor
VIS 	KVIS 	Visalia Municipal Airport 	Visalia; California; United States
VIT 	LEVT 	Vitoria Foronda International Airport 	Vitoria-Gasteiz; Spain
VIV 		Vivigani Airfield 	Vivigani; Goodenough Island; Papua New Guinea
VIX 	SBVT 	Goiabeiras Airport 	Vitória; Espírito Santo; Brazil
-VJ-
VJB 	FQXA 	Xai Xai Airport 	Xai Xai; Mozambique
VJI 	KVJI 	Virginia Highlands Airport 	Abingdon; Virginia; United States
-VK-
VKG 	VVRG 	Rach Gia Airport 	Rach Gia; Kien Giang; Vietnam
VKO 	UUWW 	Vnukovo International Airport 	Moscow; Russia
VKS 	KVKS 	Vicksburg Municipal Airport 	Vicksburg; Mississippi; United States
VKT 	UUYW 	Vorkuta Airport 	Vorkuta; Russia
-VL-
VLA 	KVLA 	Vandalia Municipal Airport 	Vandalia; Illinois; United States
VLC 	LEVC 	Valencia Airport 	Valencia; Valencian Community; Spain
VLD 	KVLD 	Valdosta Regional Airport 	Valdosta; Georgia; United States
VLE 		Valle Airport (FAA: 40G) 	Grand Canyon; Arizona; United States
VLG 	SAZV 	Villa Gesell - Pinamar International Airport 	Villa Gesell; Buenos Aires; Argentina
VLI 	NVVV 	Bauerfield International Airport 	Port Vila; Vanuatu
VLL 	LEVD 	Valladolid Airport 	Valladolid; Spain
VLN 	SVVA 	Arturo Michelena International Airport 	Valencia; Carabobo; Venezuela
VLU 	ULOL 	Velikiye Luki Airport 	Velikiye Luki; Pskov Oblast; Russia
VLV 	SVVL 	Dr. Antonio Nicolás Briceno Airport 	Valera; Venezuela
-VM-
VME 	SAOR 	Pringles Airport 	Villa Mercedes; San Luis; Argentina
VMU 		Baimuru Airport 	Baimuru; Papua New Guinea
-VN-
VNC 	KVNC 	Venice Municipal Airport 	Venice; Florida; United States
VNE 	LFRV 	Vannes-Meucon Airport 	Vannes; France
VNO 	EYVI 	Vilnius International Airport 	Vilnius; Lithuania
VNS 	VIBN 	Varanasi Airport 	Varanasi; Uttar Pradesh; India
VNT 	EVVA 	Ventspils International Airport 	Ventspils; Latvia
VNX 	FQVL 	Vilankulo Airport 	Vilanculos; Mozambique
VNY 	KVNY 	Van Nuys Airport 	Van Nuys; California; United States
-VO-
VOD 	LKVO 	Vodochody Airport 	Vodochody; Czech republic
VOG 	URWW 	Gumrak Airport 	Volgograd; Russia
VOI 	GLVA 	Voinjama Airport 	Voinjama; Liberia
VOK 	KVOK 	Volk Field 	Camp Douglas; Wisconsin; United States
VOL 	LGBL 	International Airport of Central Greece 	Volos; Greece
VOZ 	UUOO 	Voronezh International Airport 	Voronezh; Russia
-VP-
VPN 	BIVO 	Vopnafjörður Airport 	Vopnafjörður; Iceland
VPS 	KVPS 	Northwest Florida Regional Airport / Eglin Air Force Base 	Valaparaiso (near Fort Walton Beach); Florida; United States
VPY 	FQCH 	Chimoio Airport 	Chimoio; Mozambique
VPZ 	KVPZ 	Porter County Regional Airport 	Valparaiso; Indiana; United States
-VQ-
VQS 	TJVQ 	Antonio Rivera Rodriguez Airport 	Vieques; Puerto Rico; United States
-VR-
VRA 	MUVR 	Juan Gualberto Gómez Airport 	Varadero; Cuba
VRB 	KVRB 	Vero Beach Municipal Airport 	Vero Beach; Florida; United States
VRC 	RPUV 	Virac Airport 	Virac; Catanduanes; Philippines
VRK 	EFVR 	Varkaus Airport 	Joroinen; Finland
VRN 	LIPX 	Verona Airport 	Verona; Italy
VRS 		Roy Otten Memorial Airfield (FAA: 3VS) 	Versailles; Missouri; United States
VRY 	ENVR 	Værøy Heliport 	Værøy; Nordland; Norway
-VS-
VSA 	MMVA 	Carlos Rovirosa Pérez International Airport 	Villahermosa; Tabasco; Mexico
VSF 	KVSF 	Hartness State Airport 	Springfield; Vermont; United States
VSG 	UKCW 	Luhansk Airport 	Luhansk (Lugansk); Ukraine
VST 	ESOW 	Stockholm-Västerås Airport 	Stockholm; Sweden
-VT-
VTA 		Victoria Airport 	Victoria; Honduras
VTE 	VLVT 	Wattay International Airport 	Vientiane; Laos
VTG 	VVVT 	Vung Tau Airport 	Vung Tau; Ba Ria - Vung Tau; Vietnam
VTN 	KVTN 	Miller Field 	Valentine; Nebraska; United States
VTZ 	VEVZ 	Visakhapatnam Airport 	Visakhapatnam; Andhra Pradesh; India
-VU-
VUP 	SKVP 	Alfonso López Pumarejo Airport 	Valledupar; Colombia
VUS 		Velikiy Ustyug Airport 	Veliky Ustyug; Vologda; Russia
-VV-
VVI 	SLVR 	Viru Viru International Airport 	Santa Cruz; Bolivia
VVO 	UHWW 	Vladivostok International Airport (Kievichi Airport) 	Vladivostok; Russia
-VX-
VXC 	FQLC 	Lichinga Airport 	Lichinga; Mozambique
VXE 	GVSV 	Sao Pedro Airport 	São Vicente; Cape Verde
VXO 	ESMX 	Växjö Airport (Kronoberg Airport) 	Växjö; Sweden
-VY-
VYD 	FAVY 	Vryheid Airport 	Vryheid; South Africa
VYS 	KVYS 	Illinois Valley Regional Airport (Walter A. Duncan Field) 	Peru; Illinois; United States
WAA 	PAIW 	Wales Airport (FAA: IWK) 	Wales; Alaska; United States
WAD 		Andriamena Airport 	Andriamena; Madagascar
WAG 	NZWU 	Wanganui Airport 	Wanganui; New Zealand
WAH 	KBWP 	Harry Stern Airport (FAA: BWP) 	Wahpeton; North Dakota; United States
WAL 	KWAL 	Wallops Flight Facility Airport 	Wallops Island; Virginia; United States
WAS 		All Airports 	Washington; D.C.; United States
WAT 	EIWF 	Waterford Airport 	Waterford; Ireland
WAW 	EPWA 	Frederic Chopin International Airport 	Warsaw; Poland
WAY 	KWAY 	Greene County Airport 	Waynesburg; Pennsylvania; United States
-WB-
WBB 		Stebbins Airport 	Stebbins; Alaska; United States
WBG 	ETNS 	Fliegerhorst Schleswig 	Schleswig; Germany
WBQ 	PAWB 	Beaver Airport 	Beaver; Alaska; United States
WBR 	KRQB 	Roben-Hood Airport (FAA: RQB) 	Big Rapids; Michigan; United States
WBU 	KBDU 	Boulder Municipal Airport (FAA: BDU) 	Boulder; Colorado; United States
WBW 	KWBW 	Wilkes-Barre Wyoming Valley Airport 	Wilkes-Barre; Pennsylvania; United States
-WC-
WCA 	SCST 	Gamboa Airport 	Castro; Chile
WCH 	SCTN 	Chaitén Airport 	Chaitén; Los Lagos; Chile
WCR 	PALR 	Chandalar Lake Airport 	Chandalar Lake; Alaska; United States
-WD-
WDA 		Wadi Ain Airport 	Wadi Ain; Yemen
WDG 	KWDG 	Enid Woodring Regional Airport 	Enid; Oklahoma; United States
WDH 	FYWH 	Windhoek Hosea Kutako International Airport 	Windhoek; Namibia
WDR 	KWDR 	Barrow County Airport 	Winder; Georgia; United States
-WE-
WEA 	KWEA 	Parker County Airport 	Weatherford; Texas; United States
WEF 	ZSWF 	Weifang Airport 	Weifang; Shandong; China
WEH 	ZSWH 	Weihai Dashuibo Airport 	Weihai; Shandong; China
WEI 	YBWP 	Weipa Airport 	Weipa; Queensland; Australia
-WF-
WFB 		Ketchikan Harbor Seaplane Base (FAA: 5KE) 	Ketchikan; Alaska; United States
WFI 	FMSF 	Fianarantsoa Airport 	Fianarantsoa; Madagascar
WFK 	KFVE 	Northern Aroostook Regional Airport (FAA: FVE) 	Frenchville; Maine; United States
-WG-
WGA 	YSWG 	Wagga Wagga Airport 	Wagga Wagga; New South Wales; Australia
WGB 	OPBR 	Bahawalnagar Airport 	Bahawalnagar; Pakistan
WGO 	KOKV 	Winchester Regional Airport (FAA: OKV) 	Winchester; Virginia; United States
WGP 	WADW 	Mau Hau Airport (former ICAO: WRRW) 	Waingapu; Sumba; East Nusa Tenggara; Indonesia
-WH-
WHD 		Hyder Seaplane Base (FAA: 4Z7) 	Hyder; Alaska; United States
WHF 	HWHF 	Wadi Halfa Airport 	Wadi Halfa; Sudan
WHK 	NZWK 	Whakatane Airport 	Whakatane; New Zealand
WHP 	KWHP 	Whiteman Airport 	Los Angeles; California; United States
WHT 	KARM 	Wharton Regional Airport (FAA: ARM) 	Wharton; Texas; United States
-WI-
WIC 	EGPC 	Wick Airport 	Wick; Scotland; United Kingdom
WIE 	ETOU 	Wiesbaden Army Airfield 	Wiesbaden; Hessen; Germany
WIL 	HKNW 	Wilson Airport 	Nairobi; Kenya
-WJ-
WJA 		Woja Airport 	Woja; Marshall Islands
WJF 	KWJF 	General William J. Fox Airfield 	Lancaster; California; United States
WJU 	RKNW 	Wonju Airport 	Wonju; South Korea
-WK-
WKA 	NZWF 	Wanaka Airport 	Wanaka; New Zealand
WKJ 	RJCW 	Wakkanai Airport 	Wakkanai; Hokkaido; Japan
WKK 		Aleknagik Airport (FAA: 5A8) 	Aleknagik; Alaska; United States
WKL 		Waikoloa Heliport (FAA: HI07) 	Waikoloa Village; Hawaii; United States
-WL-
WLD 	KWLD 	Strother Field 	Winfield/Arkansas City; Kansas; United States
WLG 	NZWN 	Wild at Heart Wellington International Airport 	Wellington; New Zealand
WLK 	PASK 	Selawik Airport 	Selawik; Alaska; United States
WLL 	YWOR 	Wollogorang Airport 	Wollogorang; Northern Territory; Australia
WLM 		Prospect Hill Heliport (FAA: MA92) 	Waltham; Massachusetts; United States
WLO 	YWTL 	Waterloo Airport 	Waterloo; Northern Territory; Australia
WLR 		Loring Seaplane Base (FAA: 13Z) 	Loring; Alaska; United States
WLS 	NLWW 	Wallis Island 	Wallis and Futuna Islands
WLW 	KWLW 	Willows-Glenn County Airport 	Willows; California; United States
-WM-
WMA 	FMNX 	Mandritsara Airport 	Mandritsara; Madagascar
WMC 	KWMC 	Winnemucca Municipal Airport 	Winnemucca; Nevada; United States
WME 	YMNE 	Mount Keith Airport 	Mount Keith; Western Australia; Australia
WMH 	KBPK 	Ozark Regional Airport (FAA: BPK) 	Mountain Home; Arkansas; United States
WMI 	EPMO 	Modlin Airport 	Warsaw; Poland
WMK 		Meyers Chuck Seaplane Base (FAA: 84K) 	Meyers Chuck; Alaska; United States
WML 	FMMC 	Malaimbandy Airport 	Malaimbandy; Madagascar
WMO 	PAWM 	White Mountain Airport 	White Mountain; Alaska; United States
-WN-
WNA 	PANA 	Napakiak Airport 	Napakiak; Alaska; United States
WNC 		Naukati Bay Seaplane Base (FAA: AK62) 	Tuxekan Island; Alaska; United States
WNH 	ZPWS 	Wenshan Airport 	Wenshan; Yunnan; China
WNP 	RPUN 	Naga Airport (Pili Airport) 	Pili; Camarines Sur; Philippines
WNZ 	ZSWZ 	Wenzhou Yongqiang Airport 	Wenzhou; Zhejiang; China
-WO-
WOE 	EHWO 	Woensdrecht Air Base 	Woensdrecht; Netherlands
WOL 	YWOL 	Illawarra Regional Airport (Wollongong Airport) 	Shellharbour; Wollongong; New South Wales; Australia
WOT 	RCWA 	Wang-an Airport 	Wang-an; Penghu (Pescadores); Republic of China
WOW 	PAUO 	Willow Airport (FAA: UUO) 	Willow; Alaska; United States
-WP-
WPA 	SCAS 	Puerto Aisén Airport 	Puerto Aisén; Chile
WPB 	FMNG 	Port Bergé Airport 	Port Bergé; Madagascar
WPC 	CZPC 	Pincher Creek Airport 	Pincher Creek; Alberta; Canada
WPO 		North Fork Valley Airport (FAA: 7V2) 	Paonia; Colorado; United States
-WR-
WRB 	KWRB 	Robins Air Force Base 	Warner Robins; Georgia; United States
WRE 	NZWR 	Whangarei Airport 	Whangarei; New Zealand
WRG 	PAWG 	Wrangell Airport 	Wrangell; Alaska; United States
WRI 	KWRI 	McGuire Air Force Base 	Wrightstown; New Jersey; United States
WRL 	KWRL 	Worland Municipal Airport 	Worland; Wyoming; United States
WRN 		Windarling Airport 	Windarling; Australia
WRO 	EPWR 	Copernicus Airport Wroclaw 	Wroclaw; Poland
WRW 		All airports in Warsaw 	Warsaw; Poland
WRZ 	VCCW 	Weerawila International Airport 	Weerawila; Sri Lanka
-WS-
WSD 	KWSD 	Condron Army Airfield 	White Sands; New Mexico; United States
WSG 	KAFJ 	Washington County Airport (FAA: AFJ) 	Washington; Pennsylvania; United States
WSH 	KHWV 	Brookhaven Airport (FAA: HWV) 	Shirley; New York; United States
WSM 		Wiseman Airport 	Wiseman; Alaska; United States
WSN 	PFWS 	South Naknek Nr 2 Airport 	South Naknek; Alaska; United States
WSO 		Washabo Airport 	Washabo; Suriname
WSP 	MNWP 	Waspam Airport 	Waspam; Nicaragua
WST 	KWST 	Westerly State Airport 	Westerly; Rhode Island; United States
WSX 		Westsound/WSX Seaplane Base (FAA: WA83) 	Westsound; Orcas Island; Washington; United States
WSZ 	NZWS 	Westport Airport 	Westport; New Zealand
-WT-
WTA 	FMMU 	Tambohorano Airport 	Tambohorano; Madagascar
WTD 	MYGW 	West End Airport 	Grand Bahama; Bahamas
WTE 		Wotje Airport (FAA: N36) 	Wotje (Wotje Atoll); Marshall Islands
WTK 	PAWN 	Noatak Airport 	Noatak; Alaska; United States
WTL 		Tuntutuliak Airport (FAA: A61) 	Tuntutuliak; Alaska; United States
WTO 		Wotho Airport 	Wotho; Marshall Islands
WTR 		Whiteriver Airport (FAA: E24) 	Whiteriver; Arizona; United States
WTS 	FMMK 	Tsiroanomandidy Airport 	Tsiroanomandidy; Madagascar
-WU-
WUA 	ZBUH 	Wuhai Airport 	Wuhai; Inner Mongolia; China
WUH 	ZHHH 	Wuhan Tianhe International Airport 	Wuhan; Hubei; China
WUU 	HSWW 	Wau Airport 	Wau; Sudan
WUX 	ZSWX 	Sunan Shuofang International Airport 	Wuxi/Suzhou; Jiangsu; China
WUZ 	ZGWZ 	Wuzhou Changzhoudao Airport 	Wuzhou; Guangxi; China
-WV-
WVB 	FYWB 	Walvis Bay Airport 	Walvis Bay; Namibia
WVI 	KWVI 	Watsonville Municipal Airport 	Watsonville; California; United States
WVL 	KWVL 	Waterville Robert LaFleur Airport 	Waterville; Maine; United States
WVN 	EDWI 	JadeWeser Airport 	Wilhelmshaven; Lower Saxony; Germany
-WW-
WWA 	PAWS 	Wasilla Airport (FAA: IYS) 	Wasilla; Alaska; United States
WWD 	KWWD 	Cape May Airport 	Wildwood; New Jersey; United States
WWP 		North Whale Seaplane Base (FAA: 96Z) 	North Whale Pass; Alaska; United States
WWR 	KWWR 	West Woodward Airport 	Woodward; Oklahoma; United States
WWT 	PAEW 	Newtok Airport (FAA: EWU) 	Newtok; Alaska; United States
WWY 	YWWL 	West Wyalong Airport 	West Wyalong; New South Wales; Australia
-WX-
WXF 	EGVT 	RAF Wethersfield 	Braintree; England; United Kingdom
WXN 	ZUWX 	Wanzhou Wuqiao Airport 	Wanzhou; Chongqing; China
-WY-
WYB 		Yes Bay Lodge Seaplane Base (FAA: 78K) 	Yes Bay; Alaska; United States
WYE 	GFYE 	Yengema Airport 	Yengema; Kono District; Sierra Leone
WYS 	KWYS 	Yellowstone Airport 	West Yellowstone; Montana; United States
XAB 	LFOI 	Abbeville - Buigny-Saint-Maclou Aerodrome 	Abbeville; France
XAC 	LFCH 	Arcachon – La Teste-de-Buch Airport 	Arcachon; France
XAL 		Álamos Airport 	Álamos; Sonora; Mexico
XAP 	SBCH 	Chapecó Airport 	Chapecó; Brazil
XAR 	DFOY 	Aribinda Airport 	Aribinda; Burkina Faso
XAU 	SOOS 	Saül Airport 	Saül; French Guiana
-XB-
XBB 		Blubber Bay Airport 	Blubber Bay; British Columbia; Canada
XBE 		Bearskin Lake Airport 	Bearskin Lake; Ontario; Canada
XBG 	DFEB 	Bogande Airport 	Bogande; Burkina Faso
XBJ 	OIMB 	Birjand Airport 	Birjand; Iran
XBK 	LFHS 	Bourg - Ceyzériat Airport 	Bourg-en-Bresse; France
XBL 	HABB 	Bedele Airport 	Bedele; Ethiopia
XBN 		Biniguni Airport 	Biniguni; Papua New Guinea
XBO 	DFEA 	Boulsa Airport 	Boulsa; Burkina Faso
XBR 		Thousand Islands Regional Airport 	Brockville; Ontario; Canada
-XC-
XCH 	YPXM 	Christmas Island Airport 	Christmas Island; Australia
XCL 		Cluff Lake Airport 	Cluff Lake; Saskatchewan; Canada
XCM 		Chatham-Kent Airport 	Chatham-Kent; Ontario; Canada
XCN 		Pacific Air-VAL Coron Airport 	Coron; Palawan; Philippines
XCO 	YOLA 	Colac Airport 	Colac; Victoria; Australia
XCR 	LFOK 	Vatry International Airport 	Vatry; France
XCY 	LFFH 	Château-Thierry Belleau Airport 	Château-Thierry; France
-XD-
XDA 	LFBY 	Dax - Seyresse Airport 	Dax; France
XDE 	DFOU 	Diebougou Airport 	Diebougou; Burkina Faso
XDJ 	DFCJ 	Djibo Airport 	Djibo; Burkina Faso
XDK 	LFAK 	Dunkerque - Les Moëres Airport 	Dunkerque; France
-XE-
XEN 	ZYXC 	Xingcheng Airport 	Xingcheng; Liaoning; China
XEP 	LFSW 	Épernay - Plivot Airport 	Épernay; France
XES 		Grand Geneva Resort Airport (FAA: C02) 	Lake Geneva; Wisconsin; United States
-XF-
XFN 	ZHXF 	Xiangfan Airport 	Xiangfan; Hubei; China
XFW 	EDHI 	Hamburg Finkenwerder Airport 	Hamburg; Germany
-XG-
XGA 	DFOG 	Gaoua Airport 	Gaoua; Burkina Faso
XGG 	DFEG 	Gorom Gorom Airport 	Gorom Gorom; Burkina Faso
XGL 		Granville Lake Airport 	Granville Lake; Manitoba; Canada
XGN 	FNXA 	Xangongo Airport 	Xangongo; Angola
XGR 	CYLU 	Kangiqsualujjuaq (Georges River) Airport 	Kangiqsualujjuaq; Quebec; Canada
-XI-
XIC 	ZUXC 	Xichang Qingshan Airport 	Qingshan; China
XIG 		Xinguara Airport 	Xinguara; Pará; Brazil
XIL 	ZBXH 	Xilinhot Airport 	Xilinhot; Inner Mongolia; China
XIN 	ZGXN 	Xingning Airport 	Xingning; China
XIY 	ZLXY 	Xi'an Xianyang International Airport 	Xianyang; Shaanxi; China
-XK-
XKA 	DFEL 	Kantchari Airport 	Kantchari; Burkina Faso
XKH 	VLXK 	Xieng Khouang Airport 	Xieng Khouang; Laos
XKL 		KL City Air Terminal 	Kuala Lumpur; Malaysia
XKO 		Kemano Airport 	Kemano; British Columbia; Canada
XKS 	CYAQ 	Kasabonika Airport 	Kasabonika First Nation; Ontario; Canada
XKY 	DFCA 	Kaya Airport 	Kaya; Burkina Faso
-XL-
XLB 	CZWH 	Lac Brochet Airport 	Lac Brochet; Manitoba; Canada
XLO 		Long Xuyen Airport 	Long Xuyen; Vietnam
XLS 	GOSS 	Saint-Louis Airport 	Saint-Louis; Senegal
XLU 	DFCL 	Leo Airport 	Leo; Burkina Faso
XLW 	EDWD 	Lemwerder Airport 	Lemwerder; Lower Saxony; Germany
-XM-
XMA 		Maramag Airport 	Maramag; Bukidnon; Philippines
XMD 	KMDS 	Madison Municipal Airport (FAA: MDS) 	Madison; South Dakota; United States
XMF 	LFSM 	Montbéliard Courcelles Airport 	Montbéliard; France
XMG 	VNMN 	Mahendranagar Airport 	Mahendranagar; Mahakali; Nepal
XMH 	NTGI 	Manihi Airport 	Manihi; French Polynesia
XMI 	HTMI 	Masasi Airport 	Masasi; Tanzania
XML 	YMIN 	Minlaton Airport 	Minlaton; South Australia; Australia
XMN 	ZSAM 	Xiamen Gaoqi International Airport 	Xiamen; Fujian; China
XMS 	SEMC 	Macas Airport (Edmundo Carvajal Airport) 	Macas; Ecuador
XMU 	LFHY 	Moulins - Montbeugny Airport 	Moulins; Allier; France
XMY 	YYMI 	Yam Island Airport 	Yam Island; Queensland; Australia
-XN-
XNA 	KXNA 	Northwest Arkansas Regional Airport 	Fayetteville/Springdale; Arkansas; United States
XNN 	ZLXN 	Xining Caojiabu Airport 	Xining; Qinghai; China
XNT 	ZBXT 	Xingtai Airport 	Xingtai; Hebei; China
XNU 	DFON 	Nouna Airport 	Nouna; Burkina Faso
-XO-
XOG 	LFMO 	Orange-Caritat Air Base 	Orange; France
-XP-
XPA 	DFEP 	Pama Airport 	Pama; Burkina Faso
XPK 	CZFG 	Pukatawagan Airport 	Pukatawagan; Manitoba; Canada
XPL 	MHSC 	Palmerola Air Base (Soto Cano Air Base) 	Comayagua; Honduras
XPP 	CZNG 	Poplar River Airport 	Poplar River; Manitoba; Canada
XPR 	KIEN 	Pine Ridge Airport (FAA: IEN) 	Pine Ridge; South Dakota; United States
-XQ-
XQP 	MRQP 	Quepos Managua Airport 	Quepos; Costa Rica
XQU 		Qualicum Beach Airport 	Qualicum Beach; British Columbia; Canada
-XR-
XRR 	CYDM 	Ross River Airport 	Ross River; Yukon; Canada
XRY 	LEJR 	Jerez Airport (La Parra Airport) 	Jerez de la Frontera; Spain
-XS-
XSC 	MBSC 	South Caicos Airport 	South Caicos; Turks and Caicos Islands
XSD 	KTNX 	Tonopah Test Range Airport (FAA: TNX) 	Tonopah; Nevada; United States
XSE 	DFES 	Sebba Airport 	Sebba; Burkina Faso
XSI 	CZSN 	South Indian Lake Airport 	South Indian Lake; Manitoba; Canada
XSO 	RPNO 	Siocon Airport 	Siocon; Zamboanga del Norte; Philippines
XSP 	WSSL 	Seletar Airport 	Seletar; Singapore
-XT-
XTG 	YTGM 	Thargomindah Airport 	Thargomindah; Queensland; Australia
XTL 	CYBQ 	Tadoule Lake Airport 	Tadoule Lake; Manitoba; Canada
XTO 	YTAM 	Taroom Airport 	Taroom; Queensland; Australia
XTR 	YTAA 	Tara Airport 	Tara; Queensland; Australia
-XU-
XUZ 	ZSXZ 	Xuzhou Airport 	Xuzhou; Jiangsu; China
-XV-
XVL 		Vinh Long Airport 	Vinh Long; Vietnam
XVS 	LFAV 	Valenciennes - Denain Aerodrome 	Valenciennes; France
-XX-
XXN 	OERY 	Riyadh Air Base 	Riyadh Air Base; Saudi Arabia
-XY-
XYA 	AGGY 	Yandina Airport 	Yandina; Solomon Islands
XYE 	VYYE 	Ye Airport 	Ye; Mon State; Myanmar (Burma)
XYT 	LFIO 	Montaudran Airport 	Toulouse; France
-XZ-
XZA 	DFEZ 	Zabré Airport 	Zabré; Burkina Faso
YAA 		Anahim Lake Airport (TC: CAJ4) 	Anahim Lake; British Columbia; Canada
YAB 		Arctic Bay Airport (TC: CJX7) 	Arctic Bay; Nunavut; Canada
YAC 	CYAC 	Cat Lake Airport 	Cat Lake; Ontario; Canada
YAD 		Moose Lake Airport (TC: CJB4) 	Moose Lake; Manitoba; Canada
YAF 		Asbestos Hill Airport 	Asbestos Hill; Quebec; Canada
YAG 	CYAG 	Fort Frances Municipal Airport 	Fort Frances; Ontario; Canada
YAI 	SCCH 	General Bernardo O'Higgins Airport 	Chillán; Ñuble; Chile
YAJ 		Lyall Harbour Airport 	Lyall Harbour; British Columbia; Canada
YAK 	PAYA 	Yakutat Airport 	Yakutat; Alaska; United States
YAL 	CYAL 	Alert Bay Airport 	British Columbia; Canada
YAM 	CYAM 	Sault Ste. Marie Airport 	Sault Ste. Marie; Ontario; Canada
YAN 	FZIR 	Yangambi Airport 	Yangambi; Democratic Republic of the Congo
YAO 	FKKY 	Yaoundé Airport 	Yaoundé; Cameroon
YAP 	PTYA 	Yap International Airport (FAA: T11) 	Yap; Federated States of Micronesia
YAQ 		Maple Bay Airport 	Maple Bay; British Columbia; Canada
YAS 	NFSW 	Yasawa Island Airport 	Yasawa Island; Fiji
YAT 	CYAT 	Attawapiskat Airport 	Attawapiskat; Ontario; Canada
